,symptom,label
141,특별한 외상은 없었고 어제 머리감는데 두피가 좀 들어가있는 느낌이 들어서 계속 신경이 쓰여서 어제 종일 정수리부분을 손으로 만지고 꾹꾹 누르고 그랬습니다  근데 어제 저녁부터 지금까지 정수리부분이 두피가 화끈거리고 그 두피 시원해지는 샴푸 썼을때 그런느낌이 있습니다 ㅠㅠ 어제부터 두피를 많이 만져 이런 증상이 나타날수도 있나요,두피
142,두피샴푸 추천 받아서 하나 써보려고 하는데 전부다좋다고만 나와있어서 두피샴푸 추천을 믿을수가 없어요두피샴푸 추천 괜찮은거로 하나만 해주세요지성민감성 두피라 성분 독하지 않은거로 두피샴푸 추천 부탁드려요,두피
143,탈모라서 두피케어 해야 하는데 두피케어 어떻게 하나요두피케어 잘하고 싶은데 어떻게 해야 할지 막막하네요,두피
144,고2 학생입니다요즘들어 두피에 콕콕 찌르는듯한 머리가 당기는듯한 통증이 있어서 질문 드리게됬습니다어머니께 두피를 보여드리니 부분적으로 빨간 곳이 있다 하더라구요두피에 한번씩 뾰루지 같은거도 생깁니다머리는 평일에 두번 주말에 한번 해서 잘 감는편인데 두피가 자꾸 아프니 삶의 질도 떨어지고 혹시 탈모가 오는게 아닐까 걱정도 됩니다도움 좀 부탁드릴게요 ㅠㅠ,두피
145,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
146,상당히 건조한 두피의 소유자예요두피관리샴푸를 쓰면 좀 낫단 얘길 들었는데지루성두피관리샴푸가 있는 건 많이 봤지만건성두피에도 두피관리샴푸가 있는지요 사실 다양한 두피관리샴푸를 본 적 있는 건 아니라저 같은 타입고 사용할 수 있는많이 건조하고 비듬있어요그런 두피관리샴푸가 있는지 궁금해서 질문 올려봅니다그렇담 당연히 두피관리샴푸 써보고 싶어요,두피
147,안녕하세요 제가 지성두피인데 1트리트먼트만 사용2 컨디셔너트리트먼트사용 무엇이 더 두피에 좋나요2번을 평소에씀,두피
148,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
149,두피가 곳곳이 좀 빨개지고각질도 생기고 뾰류지도 한두개씩 생기고가렵고 한데 무슨 샴푸 써야하나요두피가 지성인지 건성인지도 어떻게 알 수 있나요닥터포 헤어 닥터방기원 써봤습니다ㅠ도와주세여,두피
150,안녕하세요 두피 가려움 샴푸 순한거 알아보고 있어요지금 두피에 자꾸 트러블이 생기고 가려워서 비듬도 많이생기고 있어요 ㅠ두피 가려움 샴푸 순하고 괜찮은거 있으면알려주세요 하루이틀도 아니고 지난달부터 계속 이러네요두피 가려움 샴푸 순한걸로 알려주세요,두피
151,지성샴푸 탈모두피에 효과가 괜찮을까요 두피가 지성이 심해서 지성샴푸 사용해보려고 하거든요지성샴푸 어떤지 답변좀주세요,두피
152,두피 스크럽을 사서 사용해보려고 하는데첨해봐서어떻게 하는지 잘 모르겠어요자극 없이 두피 스크럽 하려고 하는거고머리카락에 안닿게 해야하는건가요몇분 정도 있다가 헹구면 되는지도 알려주세요두피 스크럽 하는 방법 부탁드릴게요,두피
153,진짜 심해요 하루긁어놔도 다음날 또생갸서 매일매일긁어내고 씻어요 두피스크럽도 해봣구 쿨링샴푸써봐도 피부과샴푸도 안되요 ㅠㅠ 두피스케일링 두피팩 두피 클리닉 뭐가나을까여,두피
154,땜빵있는데 두피문신 하면 두피문신 한곳에서 머리카락 다시자라나요,두피
155,안녕하세요 오래 고 민하다가 대구두피문신 한번 받아보려고 합니다 아무래도 처음이고 무섭다 보니까 진짜 믿을수 있는곳에서 하고 싶은데 대구두피문신 실력 좋은곳 있을까요,두피
156,언제부터 두피에 작은 혹이 생겼는데요 누르면 아파요 저번에 생겼었는데 없어졌다가 이번에 보니까 두피에 4개나 있어요 만지면 아픈데 왜 생기는건가요,두피
157,탈모 때문에 두피 관리하는 것도 되게 중요해졌는데혹시 두피케어를 혼자서도 할 수 있을까요두피케어 받는 전문센터 같은 곳에 가기에는 돈이 너무 많이 들어서될 수 있으면 두피케어 전문센터 같은 곳에 가지 않고 집에서 두피케어를 하고 싶습니다,두피
158,제가 두피 가려움이 너무심해서요 두피상태도 안좋고 머리에서 피가날정도로 심한데요 두피 가려움 샴푸 여러개 써봤는데큰효과는 보지못했어요 ㅠ 두피 가려움 샴푸 효과좀제대로 본거있음 추천해주세요관상 손금 두피 가려움 샴푸,두피
159,안녕하세요 지성두피샴푸 추천 부탁드립니다두피가 지성이라서 여름되면 정말 감당 할 수 없을만큼 기름이 집니다완벽하진 않더라도 어느정도 기름을 잡아 줄 수 있는 그런 지성두피샴푸 없을까요지성두피샴푸 추천 부탁드려요제가 알아보니까 스킨큐어 좋다던데 어떤가요지성두피샴푸 지성두피샴푸,두피
160,제가 지성두피라 유분이랑 각질이 너무 심해요한창 심할때는 머리카락까지 빠질정도로진짜 두피가 많이 약해졌었는데두피케어 혼자하려니까 힘드네요맨날 두피 마사지하고 샴푸질도 꼼꼼히 하는디 ㅜ두피케어 방법이 있나요,두피
161,하 두피케어제품뭐가 괜찮을지 모르겠네요두피케어제품 함 써볼까 했는데 고민이 너무 되네요이번에 탈색하고 나서 머릿결이 완전 안 좋아졌거등요그래서 아무거라도 두피케어제품을 써보려고 생각중인데트리트먼트가 좋을까요 아님 샴푸나 린스를 바꿀까요어떤 걸 써야 할지에 대해서 아직도 고민중입니다,두피
162,언제부턴가 두피가 이상해요 제증상은1 머리가 잘 마르지 않는다2 머리를 감을때 물이 두피속까지 스며들지않는다 엄청오래 있어야 좀 젖고 방수된것마냥 물에 잘 안젖습니다3모발은 손상모라 손상모샴푸를 이용하는편인데 머리카락에 윤기는 나지만 두피는 미친듯이 가렵습니다4평소에 트러블이 가끔 한두개씩날때가있다5어떤 샴푸를 써도 가렵고 세정이 잘 안되는 느낌이 든다지성인가 싶어서 지성용샹푸를사용했는데헤x앤xx 비듬 장난아니게생기고 가렵고 미치는줄알았어요두피가 도대체 왜이러는거죠 그리고 머리감고 말릴때도 엄청빠지구요전체적인 모발은 푸석푸석합니다제발 알려주세요ㅠㅠ 지성인데 헤x앤xx 제품이 안맞았던건지 미치겠습니다보송보송하고 개운한 샴푸하고싶어요,두피
163,머리를 감아도 두피에 갈질인지 딱지인지 뭔가 이상한게 생기는데 두피가 지성이어서 그런건가요 건성이어서 그런건가요,두피
164,비듬두피 케어 샴푸로 감는데도 두피 각질이 생겨요 손으로 두피 문지르면 진짜 어마무시하게 많이 나오는데 어떻게 하죠 집에서 쉽게 할 수 있는 방법으로 좀 알려주세요ㅠ,두피
165,두피관리사 자격증 알아보고 있습니다요즘 제가 두피관리사 자격증에 흥미를 가지고 있어서 배워 보려고 하는데얻기 많이 어려울까요 잘 알지못해서 배워 보려고 하는데 두피관리사 자격증관련해서 알아야할 것과 괜찮은곳을 알고 있으면 알려주세요,두피
166,두피 가려움 샴푸 쓰면 좀 괜찮은가요두피 가려움 샴푸를 사려고하는데 올영이나 마트에서파는것 말고 유명한 곳의 두피 가려움 샴푸 있으면 추천해주세요지루성 두피 피부염이 있어서 원래 머리가 많이 가려웠는데요즘들어 더 심해요두피 가려움 샴푸 괜찮은거 알려주세요,두피
167,지성두피를 가진 여성입니다 긴머리를 가졌는데 항상 머리가 떡지더라고요 떡진머리를 위해서 두피샴푸를 사용할려고 하는데 상쾌한 느낌을 주는 두피샴푸 있을까요 괜찮은 두피샴푸 알려주세요,두피
168,제가 지루성 피부염이 있는데 두피샵 보통 얼마정도하나요,두피
169,두피샴푸추천 많이 있던데 가격도 너무 다 다르구비싼거랑 저렴한거랑 크게 차이나는건지 궁금해서요건조하고 간지럽고 자잘한 비듬 잘 생기는 두피에요처음 쓰는거라 너무 고가인거보다 적당한 제품으로 한번 시도나 해보려는데저한테 잘 맞는 두피샴푸추천 뭐가 있을지 여쭤봅니다,두피
170,두피케어를 어떻게 시작을 해야 할까요헤어샵에서 염색하고 서비스로 두피케어 받았는데너무 시원하고 기분도 좋아져서 앞으로 주기적으로 두피케어 할려고 하는데요매번 헤어샵 가서 두피케어를 받기에는 부담이 되기도 해서요두피케어 돈 많이 안들이고 할 수 있는거 있으면 저 좀 알려주세요,두피
171,부산두피관리샵 창업해보고 싶은데부산사는 30대여자인데요최근 직장그만두고 사업아이템을 찾고있어요제가 예전에 직장다니면서 이용사국가자격증을따놓은게 있는데 그걸로 뭘 좀 해볼까 해서찾아보니 부산두피관리샵 창업이 눈에 들어오더라구요근데 자격증만 있지 아무것도 아는게 없어요피부학원을 등록해서 피부자격증까지 같이 따서왁싱도 하고 싶거든요토탈뷰티같이 좀 규모있게 해보고 싶은데두피학원 어디가 좀 괜찮은지랑부산두피관리샵창업 정보는 어디서 얻을 수 있는지궁금합니다피부자격증학원은 서면가까운 쪽이면 좋겠습니다부산두피관리샵창업,두피
172,여자친구가 머리에 머가 나서 딱지가 생겻습니다근데 어제부터 두피에 열이나고 머리가 아프고 오른쪽눈리 붓기 시작햇어요 오늘 아침에 보니 다른건 타이넬놀 먹으면 괜찮은데 눈이 너무 부어서 눈이 안떠진거처럼 부엇어요이증상이 두피때문인가요,두피
173,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
174,제가 머리에 기름이 자주 생기고 냄새까지 나는데요ㅜㅜ두피 스케일링을 하면 좀 나을까 싶어서 시도 하고싶은데요두피스케일링하면 부작용은 없나요 혹시 모공이 커진다든가요 전에 코 블랙헤드 팩 했었는데 하는 순간은 깨끗해지고 좋지만 결국엔 모공이 점점 넓어지더라구요현대 기술로는 모공을 그 전처럼까지는 완벽하게 좁혀지게 하지 못한다는것을 들었고 실제로도 그랬습니다두피스케일링도 그런가요 흠 열처리를 안하면 상관이 없을까요 잘 몰라서 문의드립니다,두피
175,제가 바다를 갔다 와서 자꾸 두피에 큼직막한 비듬 같은게 생기는데 두피 각질이라는데 두피 각질 어떻게 없애는지 알려주세요 내공 10,두피
176,두피케어샴푸 탈모있는사람이 쓸 수 있는거추천해주세요탈모 있다고하니 두피케어샴푸 써보라고 주변에서얘기하는데 두피케어샴푸 검색하니 종류가 엄청많아서 뭘 사야할지 모르겠어요 하루라도 빨리두피케어샴푸 써서 관리부터 해보려고 하는데성분 안전한 두피케어샴푸 있으면 추천 부탁드려요예민한 두피니 순한거로 알려주세요,두피
177,요즘 머리가 너무 간지럽고 탈모 증상이 있는 거 같아서 두피케어를 해야 할 것 같애요두피케어를 해야 겠다고 생각은 있었는데이제 두피케어에 관심을 갖게 되네요 두피케어 하면 많이 좋아질까요 두피케어 해보신분 도움좀 주세요,두피
178,요 몇달간 두피 통증으로 인해 고생중입니다  언제부턴가 갑자기 머리에 기름이 많이 지고 가만히 있어도 두피에 통증이 느껴집니다  파스를 붙여놓은것처럼 욱씬욱씬 하다가 따갑기도 하고 미칠거같아요  가렵기도 한데 특히 머리를 감고난 직후 물이 묻어있을때가 너무 가려워 미칠거같습니다  그리고 요즘 특히 짧은머리 새끼 손톱만한 머리카락이 많이 빠지는데 병원에 가서 약을 먹어도 고쳐지질 않네요 ㅠㅠㅠ 사진처럼 두피가 붉은거같아요  원인이 뭘까요 ㅠㅠㅠ 어떻게 해야할까요,두피
179,두피가 너무 약해졌는데 지루성 두피염이 있는 것 같아요ㅠㅜ그런데 그 중에도 특정 부위가 심한데요그 부분 두피가 빨간데 피부 겉면이 오돌오돌 너무 심각해보여 사진 볼때마다 소름이 돋네요 ㅠㅜ지루성 두피염의 일부인 걸까요 혹은 다른 피부염일까요ㅠㅜ병원은 갈테지만 가기전에 궁금해 올립니다ㅠㅜ,두피
180,유전적으로 엠자도 있고 두피열도 있습니다 약은 복용중입니다 제가 3년전에 헬스를 시작하여 두 달 하였으나 헬스를 할때마다 두피열인지 뭔지 머리가 혼자 슝슝 빠져서 헬스를 끝냈습니다 다시 시작하고 싶은데 빠질까봐 무서워요ㅠ 실제로 헬스랑 탈모 관련 있나요 두피열 때문인가요,두피
181,안녕하세요 얼마전에 친구랑 길가면서공짜로 두피검사받는 이벤트있잖아요그 이벤트를 하길래 두피검사를 받았는데결과보니 경악스럽더군요ㅠ두피가 엄청 지저분하고 두피가 약해서 비듬이랑 각질이 엄청 많더라구요제가 머리 깜을때 머리카락도 좀 많이 빠지는 편이고평소에 관리를 워낙 안했는지 증상이 좀 심하더라구요결과보니 마음이 착잡해서 잠을 못이뤘습니다 ㅠ두피강화제나 헤어팩같은걸 사용하면 두피가 안정되고 좋다고 하시길래이번에 두피모발에 좋은 헤어팩을 하나 구매할까하는데두피모발 영양에 좋은 헤어팩 쓰고 계시는 분들은빠른 답변 부탁드려용,두피
182,1 두피문신 후 모자 착용가능하나요2 두피문신 후 부작용은 무엇일까요3 두피문신 하면 시술부위는 머리카락이 안자라나요4 두피문신보단 약먹는게 나을까요,두피
183,지루성두피샴푸 질문드려요 지루성두피샴푸 중에서 헤어케어 제품 있나요지루성두피샴푸 잘 아시는분들 계시면 지루성두피샴푸 정보 좀,두피
184,제가 두피 비듬은 큰 각질은 아니고 하얀 가루 같은 비듬이고요 간지럽기도 하구요 긁어서 인지 두피 타입이 그런건지 기름도 이틀 정도면 집니다 두피여드름은 많이는 아닌데 조금 있는 편이예요 모발은 푸석합니다 건성두피일까요 지성두피 일까요,두피
185,요즘 두피 만질때마다 흰색 노랑색알갱이들이 계속나오고머리를 아무리 감아도 냄새가 금방 올라오고두피딱지 뾰루지도 너무 심해요그리고제가 피부과 갈때마다의사선생님께 탈모인가요 물으면 아니래요제가 볼때는 탈모같은데제 상태가 어떤건가요관리하는법 샴푸추천 대구병원추천병원을 가야하나요 병원은 돈이 많이 들겠죠ㅜㅜ제 두피는 어떤 타입인가요 예건성 악건선 지성 등등건조 떡짐 알갱이 냄새 딱지 뽀루지 탈모,두피
186,제가 지성두피가 너무 심해서 인터넷에서 유명한 지성두피 샴푸 다 써봐도 비듬 엄청많고 오후되면 머리가 떡져요 근데 인터넷 보니 지성두피샴푸는 트리트먼트랑 같이 쓰는게 좋다더라구요 인터넷보니 광고글밖에 없어서 믿을 수가 없어서트리트먼트하면 비듬이 좀 나아질까요,두피
187,요즘따라 머릿결이 점점 건조해지고 푸석푸석해집니다저는요 하루 두번 아침저녁 머리감구 있구요 건성두피는하루에 한번 샴푸하는게 좋다구합니다 저녁에 말이죠하지만 고민이 생겼는데요 저녁에 한번감는다면 아침에는 안 감는단 뜻이고 아침 ㅔ 머리가 스더라도 안감은채로 학교에 가야하는데 무슨 좋은방법 없을까요 머리가 너무 뜨는편이라서요아참 건성두피 하루 한번 샴푸 맞죠,두피
188,헤드숄더 가려운 두피 케어 샴푸 사용 하는데 두피 각질은 머리 가려움은 많이 줄었는데 두피 각질은 아직도 많이 있어요 그래서 그런데 비누로 머리를 감고 헤드숄더 샴푸 사용하면 두피 각질이 없어질까요 아니면 두피 케어 샴푸가 하나 더 있는데 그것도 맞지는 않는데 수분을 많이 준다고 해서 그러는데 두피케어 샴푸랑 헤드숄더 반반 섞어서 사용하면 두피 각질이 줄어들까요 이것도 아니라면 집에서 쉽게 할 수 있는 두피 각질 없애는 방법 좀 알려주세요ㅠㅠㅠㅠㅠ,두피
189,두피에 열감이 있으면서 머리 빡빡 잘 감고나와도 러쉬샴푸를 써도 향수샴푸를써도ㅠㅠ 두피에 손 가져갔다가 떼면묘한 두피 비린내가 나는데 머가 문젤까요ㅠㅠ미용실에서 두피가 별로 안좋다고 그랬는데이런건 머 무슨 병원을 가야하는지미용실에서 두피 클리닉을 받아야 하는지,두피
190,이제 17살되는데요 지성두피인지 확실히 모르겠는데 머리에 여드름 같이 막 뭐가 나고 머리가 빨리 떡지고 머리카락도 얇습니다 머리에 아무래도 열이 많고 이런 두피에 맞는 샴푸추천좀 해주세요,두피
191,두피가 앞쪽은 괜찮은데 뒤쪽이 약간 붉은게 많거든요니옥신 이라는 샴푸쓰고있는데 좀 나아지긴 해도 완전히 나아지진 않네요 ㅠ지성두피샴푸 좀 잘아시는분 제 상태 보시고 추천부탁드립니다총 정리를 하자면1 붉은두피에 좋고 머리결 좋고 시원한 느낌나는샴푸는 어떤게있을까요2 트리티먼트가 머죠 3 머리결 좋게하는건 머가있죠 에센스가 머리결 좋아지는건가요 내공 40겁니다성심껏 답변해주시면 채택해드려요,두피
192,염색을 자주 해서 두피가 아플땐 어떻게 해야하나요마사지라던가 두피케어 방법좀 알려주세요ㅜㅜ염색을 안 할 수는 없습니다,두피
193,현재 고2인데 두피에 열이 많은편이라서 최근에 뭔가 머리가 얇아진거 같아서요ㅠㅠ탈모인가요 두피열내리면 돌아올까요 ㅠㅠ 두피열은 어떻게 내릴수있나요,두피
194,안녕하세요 지루성 두피인데 머리카락도 많이 손상된 편이라 요즘 트린트먼트와 에센스를 머리카락에 발라주고 있습니다 혹시 지루성 두피인데 이런 헤어제품을 사용하면 두피에 더 안좋을까요,두피
195,강남 두피문신 알아보고 있습니다30대 여성인데 평소 스트레스를 많이 받는 예민한 성격이라그런지 지금 머리가 많이 비어보입니다화장품으로 가리기에는 한계가 있는 것 같구요그리고 화장품이 상황에 따라 옷에 묻는 경우도 있다 보니강남두피문신을 해보려고 합니다아플까봐 걱정되고 하는데요 스트레스 받는 것 보다는나을 것 같아서 이왕 하는거 잘하는 곳에서 하고 싶어요강남두피문신 잘하는 곳 추천 해주세요,두피
196,안녕하세여 중2 남자입니다 두피에 뾰루지가 생겨서 없애고 싶은데 없애는 방법 있나요  로션 바르면 되나요,두피
197,린스가 두피에 닿으면 안 좋나요,두피
198,저는 지성두피입니다 근데 제가 머리를 기르는 중이라 앞머리가 계속 이마에 닿아서 여드름이 나는데 지성두피라 그런지 더 심한거같습니다 해결방법좀 알려주세요,두피
199,탈모 때문에 두피스케일링을 받고 있어요근데 두피스케일링 받으면 기분은 좋긴한데 진짜 탈모에 효과가 있는지는 의문이에요두피스케일링을 벌써 몇 번째 받고 있는데 탈모에는 변화가 없는 거 같거든요두피스케일링이 탈모에 도움이 되긴 하는 거 맞을까요,두피
200,두피가 좋지 않아서 두피케어가 필요하거든요두피케어 샴푸로 바꿔보려고 하는데 좋나요살면서 두피케어 샴푸를 따로 사용해본적은 없고요그냥 마트에서 파는 샴푸만 사용해 보긴 했는데두피케어 샴푸가 좋다고 하면 바꿔보려고 합니다그리고 좋다면 어떤거 사야하는지도 알려주세요,두피
201,하루전에 머리카락 두피쪽으로 큰 충격을 받았어요모서리 부분에 박아서요 두피 상태가 현재 이러거든요 ㅠㅠ혹시 이것땜에 탈모가 온다거나 그런가요 그낭 내버려둬도 괜찮을까요,두피
202,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
203,오늘 미용실에서 두피관리두피 스케일링 및 여러가지 약품으로 머리감기를 받았는데 미용사 분께서 다음날까지 머리를 감오늘 미용실에서 두피관리두피 스케일링 및 여러가지 약품으로 머리감기를 받았는데 미용사 분께서 다음날까지 머리를 감지 말라고 하시더라고요 만약 다음날 머리 감으면 두피가 안 좋아져서 탈모가 올수도 있나요,두피
204,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
205,두피가 좋지 않아서 두피케어가 필요하거든요두피케어 샴푸로 바꿔보려고 하는데 좋나요살면서 두피케어 샴푸를 따로 사용해본적은 없고요그냥 마트에서 파는 샴푸만 사용해 보긴 했는데두피케어 샴푸가 좋다고 하면 바꿔보려고 합니다그리고 좋다면 어떤거 사야하는지도 알려주세요,두피
206,안녕하세요 두피케어샴푸 질문드려용 두피케어샴푸를 쓰고 싶은데 아직 용기가두피가 지루성인데 고생을 너무 하고 있어서요ㅠ그래서 두피케어샴푸 좋은걸로 찾아볼려구요샴푸라도 조금이나마 좋은 걸 써 준다면두피가 쫌 나아지지 않을까 싶어서요잘 아시는 분들의 답변 기다릴게용,두피
207,고등학생 여자구요 지루성 두피염 걸리고 나서부터 두피에 열이 높구나 느껴지더라고요 전에는 신경 안쓰고 살아서 몰랐는데머리가 미치도록 간지럽고 각질도 엄청 떨어져서 미치겠어요ㅠ 머리 미지근한 물로 감고 난 후에도 두피가 뜨뜻하더라고요 두피 열감 어떻게 내려야 하나요ㅜㅜㅜ병원은 내일 가려구요ㅜㅜ 일상에서 두피 열 내리는법 없을까요,두피
208,제가7년째고생중입니다 하루전날 두피긁어서 털고감아야 덜나와서 그렇게하는데요 피부과에서 샴푸도써보고 약도 써봣지만 효과가 없네요 피부과도 대충 들춰보고말구요두피팩 두피스케일링 두피클리닉 중 뭐가효과가 있나요  그리고 이 셋다 그냥 그때뿐인건가요,두피
209,임산부에게 좋은 두피케어샴푸 보고 있는데어떤 두피케어샴푸가 좋을까요임산부 전용으로 나온 두피케어샴푸가 혹시 있나요,두피
210,안녕하세요 광주두피문신 잘하는데 있을까요 주변에서 두피문신이 너무 만족스럽다고 해서 저도 한번 알아는 보는 중인데 광주두피문신 잘하는샵 아신다면 알려주세요 ㅎㅎ,두피
211,부산두피관리샵 창업해보고 싶은데부산사는 30대여자인데요최근 직장그만두고 사업아이템을 찾고있어요제가 예전에 직장다니면서 이용사국가자격증을따놓은게 있는데 그걸로 뭘 좀 해볼까 해서찾아보니 부산두피관리샵 창업이 눈에 들어오더라구요근데 자격증만 있지 아무것도 아는게 없어요피부학원을 등록해서 피부자격증까지 같이 따서왁싱도 하고 싶거든요토탈뷰티같이 좀 규모있게 해보고 싶은데두피학원 어디가 좀 괜찮은지랑부산두피관리샵창업 정보는 어디서 얻을 수 있는지궁금합니다피부자격증학원은 서면가까운 쪽이면 좋겠습니다부산두피관리샵창업,두피
212,두피 관리하려고 두피보습제 바르는 경우가 있잖아요근데 두피보습제가 두피를 촉촉하게 즉 습하게 만드는건데두피에 정말 괜찮은가요드라이기로 머리 말릴때 두피 바싹 말리라고 두피 습한거 안좋다고 하는데 대체 뭐가 맞는건가요,두피
213,수원두피 치료 잘하는 병원 있이나 한의원 있으면 소개좀요 어디로 가는게 좋을지 생각이 많아지네요 수원 두피 병원 중 괜찮은 곳으로 알려주세요,두피
214,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
215,요즘 많이 보이는 두피샴푸를 써봤거든요 근데 엄청 간지럽고 뾰루지 같은게 났어요ㅠㅠ저한테 두피샴푸 안 맞는걸까요전 두피샴푸를 쓰면 안 되는건가요,두피
216,두피 안 좋은 편이라 지성두피샴푸를 써봤는데 별로 좋아지질 않아요지성두피샴푸 더 오래 써야 할까요지금 2달째 쓰고 있는데,두피
217,두피케어 기능성 샴푸 추천해주실만한 것 있나요 머릿결이 안좋아서 두피케어는 신경도 안쓰고 살았는데 최근에 두피에 뭐 나는 것 같기도하고간지러운 것 같기도 해서요ㅠㅠ 두피케어 영양에 좋은 제품 추천 좀 부탁드려요ㅠㅠ,두피
218,요즘따라 머릿결이 점점 건조해지고 푸석푸석해집니다저는요 하루 두번 아침저녁 머리감구 있구요 건성두피는하루에 한번 샴푸하는게 좋다구합니다 저녁에 말이죠하지만 고민이 생겼는데요 저녁에 한번감는다면 아침에는 안 감는단 뜻이고 아침 ㅔ 머리가 스더라도 안감은채로 학교에 가야하는데 무슨 좋은방법 없을까요 머리가 너무 뜨는편이라서요아참 건성두피 하루 한번 샴푸 맞죠,두피
219,제가 지성두피라 머리에 유분기가 많이 도는데 이것 때문인지 모공이 막혀 탈모가 진행되는 거 같더라고요ㅠㅠ그래서 지성두피샴푸 궁금해서 찾아보는데요즘에 워낙 성분때문에 지성두피샴푸도 조심해야한다는데도대체 어떤 지성두피샴푸 사야하나 싶네요ㅠㅠ지성두피샴푸 중에서 좋은게 있나요,두피
220,두피에 열감이 있으면서 머리 빡빡 잘 감고나와도 러쉬샴푸를 써도 향수샴푸를써도ㅠㅠ 두피에 손 가져갔다가 떼면묘한 두피 비린내가 나는데 머가 문젤까요ㅠㅠ미용실에서 두피가 별로 안좋다고 그랬는데이런건 머 무슨 병원을 가야하는지미용실에서 두피 클리닉을 받아야 하는지,두피
221,두피케어를 어떻게 시작을 해야 할까요헤어샵에서 염색하고 서비스로 두피케어 받았는데너무 시원하고 기분도 좋아져서 앞으로 주기적으로 두피케어 할려고 하는데요매번 헤어샵 가서 두피케어를 받기에는 부담이 되기도 해서요두피케어 돈 많이 안들이고 할 수 있는거 있으면 저 좀 알려주세요,두피
222,최근 두피에 뾰루지 같은 게 자주납니다 가렵기도 하구요 이거 혹시 두피지루성피부염 증상인가요ㅠㅠ 현재 두피로 발병된 지루성으로 인해 걱정이 많으시리라,두피
223,탈모가 있어 모발이식도 해봤는데 숱이 없어 비어보여서여김포두피문신 이쪽 저쪽 검색해보니 두피문신 하는 분들이 요새는 굉장히 많더라고요김포두피문신 추천좀 부탁드립니다,두피
224,두피 각질이 심해서 그러는데 일단 샴푸는 헤드숄더 가려운 두피 케어 샴푸 사용하는데 머리 가려운건 많이 줄었어요 근데 두피 각질은 아직도 심해서 그러는데 비누로 한번 감고 헤드숄더 샴푸로 한번 더 감으면 두피 각질이 줄어들까요 아니면 집에 두피 케어 샴푸가 하나 더 있는데 이것도 각질은 심해서 안쓰는데 두피 수분을 많이 준다고 써있는데 반반 섞어서 사용하거나 따로따로 사용하면 두피 각질이 많이 줄어들까요 이것도 아니면 집에서 쉽게 두피 각질 줄이는 방법 좀 알려주세요ㅠㅠㅠㅠ,두피
225,안녕하세요 두피 상태는 민감성이라 시중에서 팔고있는 샴푸 아무거나 쓰면뽀루지가 바로 올라오더라고요 그래서 최근에 좋다고 하는 비싼 민감성 두피샴푸 사서 써봤는데그것도 별로 인거 같아요 특히나 버블이 잘 안생기고 개운한 느낌이 안드는데요ㅠ민감성 두피샴푸 중에서 사용감도 좋고 버블도 괜찮게 생기는거 없을까요민감성 두피샴푸로 좋은거 있으면 공유 좀 해주세요,두피
226,임산부에게 좋은 두피케어샴푸 보고 있는데어떤 두피케어샴푸가 좋을까요임산부 전용으로 나온 두피케어샴푸가 혹시 있나요,두피
227,요즘따라 머릿결이 점점 건조해지고 푸석푸석해집니다저는요 하루 두번 아침저녁 머리감구 있구요 건성두피는하루에 한번 샴푸하는게 좋다구합니다 저녁에 말이죠하지만 고민이 생겼는데요 저녁에 한번감는다면 아침에는 안 감는단 뜻이고 아침 ㅔ 머리가 스더라도 안감은채로 학교에 가야하는데 무슨 좋은방법 없을까요 머리가 너무 뜨는편이라서요아참 건성두피 하루 한번 샴푸 맞죠,두피
228,머리숱이 적고 힘이 없는 편이고 건성두피로 인해 3개월정도 클리닉을 끊어 두피케어를 받고 있습니다 이제 두피케어가 거의 끝나가는데 클리닉에서는 현재 두피상태가 아주 좋아진게 아니고 두피는 다시 예전으로 돌아가려는 특성이 있기에 여기서 클리닉을 중단하면 예전두피로 돌아간다고 합니다 이게 정말인가요 가격적인 부분에서 부담이 되어 클리닉에서 추천하는 것처럼 3개월을 더 끊고 케어를 받아야할지 아니면 그냥 홈케어로 전환할지 고민이 됩니다도와주세요,두피
